KeywordID,Keyword,KeywordType
793,order tracking,Author Keywords
794,social manufacturing,Author Keywords
795,Manufacturing,IEEE Keywords
796,Granular computing,IEEE Keywords
797,Decentralized autonomous organization,IEEE Keywords
798,clustering,Author Keywords
799,data transmission strategy,Author Keywords
800,Anti-Eavesdropping,Author Keywords
801,informational masking,Author Keywords
802,privacy,Author Keywords
803,Noise,IEEE Keywords
804,Microphones,IEEE Keywords
805,Recording,IEEE Keywords
806,Jamming,IEEE Keywords
807,Noise reduction,IEEE Keywords
808,Speech enhancement,IEEE Keywords
809,Attention mechanisms,IEEE Keywords
810,Ultrasonic imaging,IEEE Keywords
811,payment channel networks,Author Keywords
812,rollups,Author Keywords
813,Proposals,IEEE Keywords
814,Lightning,IEEE Keywords
815,Multi-UAV Cooperation,Author Keywords
816,Resource Allocation,Author Keywords
817,Multi-Access Edge Computing (MEC),Author Keywords
818,Stochastic Optimization,Author Keywords
819,Autonomous aerial vehicles,IEEE Keywords
820,Blockchain Security,Author Keywords
821,read-write conflict,Author Keywords
822,Internet of Autonomous Vehicles,Author Keywords
823,malware detection,Author Keywords
824,image classification,Author Keywords
825,anomaly detection,Author Keywords
826,Gray-scale,IEEE Keywords
827,Consensus mechanisms,Author Keywords
828,Deep reinforcement learning,Author Keywords
829,Resource sharing,Author Keywords
830,6G networks,Author Keywords
831,Blockchain Technology,Author Keywords
832,Interior Construction,Author Keywords
833,Sustainable Material Sourcing,Author Keywords
834,Construction Management,Author Keywords
835,Flowcharts,IEEE Keywords
836,Technological innovation,IEEE Keywords
837,Construction industry,IEEE Keywords
838,Computation offloading,Author Keywords
839,deep reinforcement learning,Author Keywords
840,proximal policy optimization (PPO),Author Keywords
841,improved practical Byzantine fault tolerance (IPBFT),Author Keywords
842,Delays,IEEE Keywords
784,Authentication,Author Keywords
312,Smart contracts,Author Keywords
843,Latency,Author Keywords
88,Optimization,Author Keywords
844,Intelligent sensors,IEEE Keywords
845,Transportation,IEEE Keywords
846,hybrid blockchain,Author Keywords
847,quantum cryptography,Author Keywords
848,supply chain,Author Keywords
849,traceability,Author Keywords
850,data authenticity,Author Keywords
851,Fourth Industrial Revolution,IEEE Keywords
852,Quantum computing,IEEE Keywords
853,Data structures,IEEE Keywords
854,Decentralized trust management,Author Keywords
855,verifiable delay function,Author Keywords
856,TEE,Author Keywords
857,intelligent transportation systems,Author Keywords
858,Intelligent transportation systems,IEEE Keywords
859,Clustering algorithms,IEEE Keywords
860,distributed query,Author Keywords
861,lightweight client,Author Keywords
862,Query processing,IEEE Keywords
863,Smart Grid,Author Keywords
864,Permissioned blockchain,Author Keywords
865,Privacy-preserving,Author Keywords
866,Range query,Author Keywords
867,Smart grids,IEEE Keywords
74,Homomorphic encryption,IEEE Keywords
868,iterative double auction,Author Keywords
869,manufacturing collaboration,Author Keywords
870,production capacity matching,Author Keywords
871,Iterative methods,IEEE Keywords
872,Manufacturing industries,IEEE Keywords
873,Tokenization,IEEE Keywords
874,Smart manufacturing,IEEE Keywords
875,Options contract,Author Keywords
876,blockchains,Author Keywords
877,adaptor signatures,Author Keywords
878,secret sharing,Author Keywords
879,Thyristors,IEEE Keywords
880,Power capacitors,IEEE Keywords
881,Graph Analysis,Author Keywords
882,Money Flow Graph,Author Keywords
883,decentralized applications,Author Keywords
884,indexing,Author Keywords
885,Writing,IEEE Keywords
886,ring signature,Author Keywords
887,linkability,Author Keywords
888,k-times traceability,Author Keywords
889,fine-grained accountability,Author Keywords
890,energy hubs,Author Keywords
891,energy management,Author Keywords
892,integrated energy systems (IESs),Author Keywords
893,peer-to-peer (P2P) trading,Author Keywords
894,social governance,Author Keywords
895,Renewable energy sources,IEEE Keywords
896,Load modeling,IEEE Keywords
738,Consumer electronics,Author Keywords
897,Threshold Identity-Based ring signature,Author Keywords
898,Join-Shamir-RSS,Author Keywords
899,Identity abort,Author Keywords
900,Polynomials,IEEE Keywords
901,E-Healthcare,Author Keywords
902,Internet of things,Author Keywords
903,Access control of devices,Author Keywords
904,Access control,IEEE Keywords
905,IA,Author Keywords
906,Intelligent Framework,Author Keywords
907,Agriculture,IEEE Keywords
908,Farming,IEEE Keywords
909,Meteorology,IEEE Keywords
910,Crops,IEEE Keywords
911,demand response,Author Keywords
912,consumer electronics,Author Keywords
913,blockchain consensus,Author Keywords
914,secure resource allocation,Author Keywords
915,adaptive learning,Author Keywords
916,security bound violation penalty,Author Keywords
917,Demand response,IEEE Keywords
918,Distributed Identity Authentication,Author Keywords
919,Message Integrity Verification,Author Keywords
920,Data Transmission Algorithm,Author Keywords
921,Lattices,IEEE Keywords
922,Artificial Intelligence of Things,Author Keywords
923,Consumer Electronics,Author Keywords
924,Fog Computing,Author Keywords
925,Sharding Blockchain,Author Keywords
926,Deep Reinforcement Learning,Author Keywords
927,Mobile Crowdsensing,Author Keywords
928,Privacy Preservation,Author Keywords
929,fractional programming,Author Keywords
930,semidefinite relaxation,Author Keywords
931,resource allocation,Author Keywords
932,trust-cost ratio,Author Keywords
933,Hidden Markov models,IEEE Keywords
934,Consensus Algorithm,Author Keywords
935,Energy-efficient Consensus Mechanism,Author Keywords
936,Formal Model Verification,Author Keywords
937,Power Quality detection,Author Keywords
938,Process Analysis Toolkit,Author Keywords
939,Smart Contracts,Author Keywords
940,Power quality,IEEE Keywords
941,HVAC management system,Author Keywords
942,model predictive control,Author Keywords
943,long short-term memory,Author Keywords
944,HVAC,IEEE Keywords
945,Buildings,IEEE Keywords
946,cross-chain transaction,Author Keywords
947,payment channel,Author Keywords
948,scalability,Author Keywords
949,off-chain payment,Author Keywords
950,Relays,IEEE Keywords
951,Federated Learning,Author Keywords
952,Cluster Training Efficiency,Author Keywords
953,Convergence,IEEE Keywords
954,Adaptive access,Author Keywords
955,efficiency traceability,Author Keywords
956,sharding blockchain,Author Keywords
957,Data processing,IEEE Keywords
958,Accidental damage detection,Author Keywords
959,driver driving score,Author Keywords
960,electric vehicular network,Author Keywords
961,electric vehicle insurance,Author Keywords
962,Insurance,IEEE Keywords
963,Electric vehicles,IEEE Keywords
964,Ancient state,Author Keywords
965,LSM tree,Author Keywords
966,segregation,Author Keywords
967,Compaction,IEEE Keywords
968,Engines,IEEE Keywords
969,Performance analysis,IEEE Keywords
970,Anti-money Laundering,Author Keywords
971,Cost-sensitive Learning,Author Keywords
972,Active Learning,Author Keywords
973,cybercrime,Author Keywords
974,cryptocurrency,Author Keywords
975,money laundering,Author Keywords
976,Dark Web,IEEE Keywords
977,Computer crime,IEEE Keywords
978,Mobile Crowd Sensing (MCS),Author Keywords
979,task allocation,Author Keywords
980,hybrid user selection,Author Keywords
981,blockchain-based,Author Keywords
982,Long Short-Term Memory (LSTM),Author Keywords
983,semi-Markov,Author Keywords
984,ready-mixed concrete supply chain,Author Keywords
985,compliance inspection,Author Keywords
986,Inspection,IEEE Keywords
987,Concrete,IEEE Keywords
988,Quality control,IEEE Keywords
989,helathcare applications,Author Keywords
990,access control and key agreement,Author Keywords
991,Big Data analytics,Author Keywords
992,security,Author Keywords
993,Hospitals,IEEE Keywords
994,Unmanned aerial vehicle (UAV) communication,Author Keywords
995,mobile edge computing (MEC),Author Keywords
996,trajectory optimization,Author Keywords
997,carbon emission,Author Keywords
998,Carbon dioxide,IEEE Keywords
999,electric vehicles,Author Keywords
1000,proximal policy optimization,Author Keywords
1001,ant colony optimization,Author Keywords
1002,Energy management,IEEE Keywords
1003,Vehicle-to-grid,IEEE Keywords
1004,Optimal scheduling,IEEE Keywords
1005,Charging stations,IEEE Keywords
1006,copyright management,Author Keywords
1007,open-source software and hardware,Author Keywords
1008,originality detection,Author Keywords
1009,Licenses,IEEE Keywords
1010,Copyright protection,IEEE Keywords
1011,content retrieval,Author Keywords
1012,named data networking (NDN),Author Keywords
1013,privacy and trust,Author Keywords
1014,vehicle-to-grid (V2G),Author Keywords
1015,Zero-trust security,Author Keywords
1016,healthcare communication network,Author Keywords
1017,next-generation networking,Author Keywords
1018,Next generation networking,IEEE Keywords
1019,Telemedicine,IEEE Keywords
1020,Communication,Author Keywords
1021,5G,Author Keywords
1022,Machine Learning,Author Keywords
1023,Next-Generation,Author Keywords
1024,LSTM,Author Keywords
1025,5G mobile communication,IEEE Keywords
1026,blockchain technology,Author Keywords
1027,mobile device,Author Keywords
1028,metamodel,Author Keywords
1029,meta-modeling,Author Keywords
1030,Smart phones,IEEE Keywords
1031,Forensics,IEEE Keywords
1032,Metamodeling,IEEE Keywords
1033,deep learning (DL),Author Keywords
1034,disease detection,Author Keywords
1035,ensemble learning (EL),Author Keywords
1036,machine learning (ML),Author Keywords
1037,Diabetes,IEEE Keywords
1038,Thyroid,IEEE Keywords
1039,Kidney,IEEE Keywords
1040,Heart,IEEE Keywords
1041,Unmanned aerial vehicles (UAVs),Author Keywords
1042,physical unclonable functions (PUF),Author Keywords
1043,authentication,Author Keywords
1044,Physical unclonable function,IEEE Keywords
1045,Thermal sensors,IEEE Keywords
1046,Block generation,Author Keywords
1047,federated learning,Author Keywords
1048,robustness,Author Keywords
1049,Performance,Author Keywords
1050,Decoupling,Author Keywords
1051,Reputation Evaluation,Author Keywords
1052,Differential privacy,Author Keywords
1053,Reputation management,Author Keywords
1054,5G internet of vehicles,Author Keywords
1055,consortium blockchain,Author Keywords
1056,crowdsourcing,Author Keywords
1057,Crowdsourcing,IEEE Keywords
1058,System performance,IEEE Keywords
1059,vehicular digital forensics,Author Keywords
1060,access control,Author Keywords
1061,reputation value,Author Keywords
1062,evidence,Author Keywords
1063,Intelligent vehicles,IEEE Keywords
1064,Unmanned aerial vehicles,Author Keywords
904,Access control,Author Keywords
1065,Consortium blockchain,Author Keywords
1066,Data sharing,Author Keywords
1067,Smart contract,Author Keywords
867,Smart grids,Author Keywords
618,Blockchain,IEEE Keywords
1068,Privacy Protection,Author Keywords
1069,Fair Payment,Author Keywords
1070,Function Encryption,Author Keywords
1071,Internet of Medical Things,Author Keywords
1072,Intrusion Detection,Author Keywords
1073,Tree Classifier,Author Keywords
1071,Internet of Medical Things,IEEE Keywords
1074,Quantum Computing,Author Keywords
1075,Internet of Medical Things (IoMT),Author Keywords
1076,Scyther tool,Author Keywords
1077,Quantum-Sim,Author Keywords
1078,indoor positioning,Author Keywords
1079,information management,Author Keywords
1080,Information management,IEEE Keywords
1081,hierarchical game,Author Keywords
1082,knowledge acquisition ecosystem,Author Keywords
1083,Ecosystems,IEEE Keywords
1084,Knowledge acquisition,IEEE Keywords
1085,Ions,IEEE Keywords
1086,SignSGD,Author Keywords
1087,Efficiency,Author Keywords
1088,collaborative edge computing,Author Keywords
1089,resource optimization,Author Keywords
1090,consensus mechanism,Author Keywords
1091,formal methods,Author Keywords
1092,Memory,IEEE Keywords
1093,Sorting,IEEE Keywords
1094,E-voting,Author Keywords
1095,sharding,Author Keywords
1096,time-lock puzzle,Author Keywords
1097,Electronic voting,IEEE Keywords
1098,Attribute-based encryption,Author Keywords
1099,Attribute token,Author Keywords
1100,multi-server,Author Keywords
1101,quantum key distribution (QKD),Author Keywords
1102,Elliptic curves,IEEE Keywords
1103,Split Learning,Author Keywords
1104,Client selection,Author Keywords
1105,VANETs,Author Keywords
1106,IPFS,Author Keywords
1107,anonymity authentication,Author Keywords
1108,information sharing,Author Keywords
1109,zk-SNARK,Author Keywords
1110,decentralized reputation management,Author Keywords
1111,energy allocation,Author Keywords
1112,Aviation Internet of Things (AIoT),Author Keywords
1113,federated knowledge distillation (FKD),Author Keywords
1114,federated score grouping practical Byzantine fault-tolerant (FSGPBFT),Author Keywords
1115,Resilience,IEEE Keywords
1116,Multi-Signature,Author Keywords
1117,Identification,Author Keywords
1118,Lattice,Author Keywords
1119,Random Oracle,Author Keywords
1120,Indexes,IEEE Keywords
1121,Modules (abstract algebra),IEEE Keywords
1122,Consumer Internet of Things,Author Keywords
1123,zero trust,Author Keywords
1124,feder-ated learning,Author Keywords
1125,Byzantine attacks,Author Keywords
1126,Zero Trust,IEEE Keywords
1127,graph theory,Author Keywords
1128,off-chain payments,Author Keywords
1129,Network topology,IEEE Keywords
1130,Vehicle platoon,Author Keywords
1131,cross trust-domain,Author Keywords
1132,group authentication,Author Keywords
1133,Web3,Author Keywords
1134,decentralized identity (DID),Author Keywords
1135,soulbound token (SBT),Author Keywords
1136,digital twin,Author Keywords
1137,Proof-of-Authenticity (PoA),Author Keywords
1138,Digital twins,IEEE Keywords
1139,Humanities,IEEE Keywords
1140,carbon emissions verification,Author Keywords
1141,game theory,Author Keywords
1142,Carbon emissions,IEEE Keywords
1143,Incentive schemes,IEEE Keywords
1144,Climate change,IEEE Keywords
1145,Carbon neutral,IEEE Keywords
1146,Emissions trading,IEEE Keywords
1147,Nash equilibrium,IEEE Keywords
1148,Environmental monitoring,IEEE Keywords
1149,Conformance testing,IEEE Keywords
1150,MEC,Author Keywords
1151,SDN,Author Keywords
1152,security policy deployment,Author Keywords
1153,Network security,IEEE Keywords
1154,Firewalls (computing),IEEE Keywords
1155,SIoVs,Author Keywords
1156,Conditional privacy,Author Keywords
1157,Smartphone Security,Author Keywords
1158,Smartphone lock,Author Keywords
1159,User authentication,Author Keywords
1160,Touch movement,Author Keywords
1161,Touch sensitive screens,IEEE Keywords
1162,Heart beat,IEEE Keywords
1163,Electric Vehicles,Author Keywords
1164,EV charging,Author Keywords
1165,Prediction,Author Keywords
1166,Bidirectional LSTM,Author Keywords
1167,Load forecasting,IEEE Keywords
1168,Health Data,Author Keywords
1169,Multi-Attribute Sketch,Author Keywords
1170,CP-ABE,Author Keywords
1171,Secure Data Sharing,Author Keywords
1172,Medical devices,IEEE Keywords
1173,Wearable devices,IEEE Keywords
1174,privacy security,Author Keywords
1175,differential privacy,Author Keywords
1176,storage cost,Author Keywords
1177,query cost,Author Keywords
1178,social tie,Author Keywords
1179,AEAD,Author Keywords
1180,authenticated hidden text,Author Keywords
1181,covert channels,Author Keywords
1182,ethereum,Author Keywords
1183,steganography,Author Keywords
1184,Steganography,IEEE Keywords
1185,smart contracts,Author Keywords
1186,supplier performance evaluation,Author Keywords
1187,supplier selection,Author Keywords
1188,supply chain management,Author Keywords
1189,online purchasing platform,Author Keywords
1190,transparency,Author Keywords
1191,InterPlanetary File System,IEEE Keywords
1192,Procurement,IEEE Keywords
1193,Scholarship management,Author Keywords
1194,zero-knowledge,Author Keywords
1195,zk-rollup,Author Keywords
1196,Scholarships,IEEE Keywords
1197,Qualifications,IEEE Keywords
1198,Access Control,Author Keywords
1199,Anonymous Authentication,Author Keywords
1200,Electric Vehicle,Author Keywords
1201,Urban areas,IEEE Keywords
1202,Healthcare IoT,Author Keywords
1203,Data Sharing,Author Keywords
1204,Homomorphic Encryption,Author Keywords
1205,Information filters,IEEE Keywords
1206,proxy re-encryption,Author Keywords
1207,fair data trading,Author Keywords
1208,verifiable commitment,Author Keywords
1209,consensus,Author Keywords
1210,message dissemination,Author Keywords
1211,smart device,Author Keywords
1212,Unspent transaction output,Author Keywords
1213,central bank digital currency,Author Keywords
1214,lightweight zero-knowledge proof,Author Keywords
1215,decentralized identifier,Author Keywords
1216,elliptic curve cryptography,Author Keywords
1217,Distributed ledger,IEEE Keywords
1218,Elliptic curve cryptography,IEEE Keywords
1219,air traffic management,Author Keywords
1220,identity authentication,Author Keywords
1221,security authentication,Author Keywords
1222,Air traffic control,IEEE Keywords
1223,alternating robust-game procedure,Author Keywords
1224,individual microgrid robust-game bidding-dispatching model,Author Keywords
1225,MMS robust-game model,Author Keywords
1226,WPG uncertainty,Author Keywords
1227,Microgrids,IEEE Keywords
763,Vehicular ad hoc networks,Author Keywords
1228,source authentication,Author Keywords
1229,cloud computing,Author Keywords
1230,anonymity,Author Keywords
1231,C-V2X,Author Keywords
1232,quantum attack,Author Keywords
1233,key management,Author Keywords
1234,Collaborative model learning,Author Keywords
1235,Big data analytics,Author Keywords
1052,Differential privacy,IEEE Keywords
1236,UAV,Author Keywords
1237,wireless networks,Author Keywords
1238,distributed system,Author Keywords
1239,reorganization,Author Keywords
1240,COVID-19,Author Keywords
1241,Chest X-ray,Author Keywords
1240,COVID-19,IEEE Keywords
1242,X-ray imaging,IEEE Keywords
1243,Respiratory system,IEEE Keywords
1244,Big data security and privacy,Author Keywords
1245,role-adaptive incentive mechanism,Author Keywords
1246,storage scalability,Author Keywords
1247,DAG,Author Keywords
1248,lightweight consensus,Author Keywords
1249,large-scale nodes,Author Keywords
1250,Digital Twins,Author Keywords
1251,Data Integrity,Author Keywords
1252,Supply Chain,Author Keywords
1253,Warranties,IEEE Keywords
1254,Federated learning (FL),Author Keywords
1255,Internet of Vehicles (IoV),Author Keywords
1256,Large models (LMs),Author Keywords
1257,Reputation,Author Keywords
1258,"Security,",Author Keywords
1259,Enhance External Intrusion Detection,Author Keywords
1260,Smart Farming,Author Keywords
1261,and Security,Author Keywords
1262,Smart agriculture,IEEE Keywords
1263,Intrusion detection,IEEE Keywords
1264,Cognitive radio networks,Author Keywords
1265,SSDF,Author Keywords
1266,PoR,Author Keywords
1267,Gaussian distribution,IEEE Keywords
1268,Automotive engineering,IEEE Keywords
1269,Weapons,IEEE Keywords
1270,wireless sensor networks,Author Keywords
1271,age of information,Author Keywords
1272,Data integrity,IEEE Keywords
1273,Communication system security,IEEE Keywords
1274,Decision tree (DT),Author Keywords
1275,interpretable deep learning,Author Keywords
1276,neural DT (NDT),Author Keywords
1277,neural network (NN),Author Keywords
1278,neural tree (NT),Author Keywords
1279,Neurons,IEEE Keywords
1280,Entropy,IEEE Keywords
1281,Taxonomy,IEEE Keywords
1282,Decision trees,IEEE Keywords
1283,"Cancer,driver genes",Author Keywords
1284,protein-protein interaction,Author Keywords
1285,"hypergraph,dynamic incentive model",Author Keywords
1286,Pins,IEEE Keywords
1287,Location awareness,IEEE Keywords
1288,Multi-modal tracking,Author Keywords
1289,RGB-T tracking,Author Keywords
1290,top-down attention,Author Keywords
1291,single-object tracking,Author Keywords
1292,Target tracking,IEEE Keywords
1293,Object Tracking,Author Keywords
1294,RGB-T Tracking,Author Keywords
1295,Vision-Language Tracking,Author Keywords
1296,Automobiles,IEEE Keywords
1297,Content authentication,Author Keywords
1298,image hashing,Author Keywords
1299,local tangent space alignment,Author Keywords
1300,ScatNet,Author Keywords
1301,content-changed sensitivity,Author Keywords
1302,Shape,IEEE Keywords
1303,Brightness,IEEE Keywords
1304,Quaternions,IEEE Keywords
1305,gradient leakage attack,Author Keywords
1306,TV,IEEE Keywords
1307,Renewable energy trading,Author Keywords
1308,Stackelberg game,Author Keywords
1309,information entropy,Author Keywords
1310,low-carbon emissions,Author Keywords
1311,Pricing,IEEE Keywords
1312,AI-Generated Content (AIGC),Author Keywords
1313,mobile computing,Author Keywords
1314,quality -of- experience (QoE),Author Keywords
1315,Quality of experience,IEEE Keywords
1316,Hazards,IEEE Keywords
1317,Mobile computing,IEEE Keywords
1318,Security Service Management,Author Keywords
1319,Cyber-Physical System Security,Author Keywords
1320,Proof of Location,Author Keywords
1321,Vehicle-to-everything,IEEE Keywords
1322,Security management,IEEE Keywords
1323,Biometrics,Author Keywords
1324,Biometrics (access control),IEEE Keywords
1325,Parking Space Search,Author Keywords
1326,Vehicular ad-hoc Network (VANET),Author Keywords
1327,Attribute-based Encryption,Author Keywords
1328,Space vehicles,IEEE Keywords
1329,Automated parking,IEEE Keywords
1330,Electronic Healthcare Records,Author Keywords
1331,Healthcare Management,Author Keywords
1332,Key Authentication Policy,Author Keywords
1333,Personal Healthcare Records,Author Keywords
1334,Sensitive Terms,Author Keywords
1335,Electronic medical records,IEEE Keywords
1336,EdgeAI-Human-IoT,Author Keywords
1337,RAFT,Author Keywords
1338,Computer crashes,IEEE Keywords
1339,Differential Privacy,Author Keywords
1340,Zero Trust Securitys,Author Keywords
1341,Application integrity,Author Keywords
1342,Smart Contract,Author Keywords
1343,Operating systems,IEEE Keywords
1344,unmanned aerial vehicle (UAV),Author Keywords
1345,resource pricing,Author Keywords
1346,Stackelberg differential game,Author Keywords
1347,fairness,Author Keywords
1348,locality-sensitive hashing,Author Keywords
1349,Privacy protection,Author Keywords
1350,VANET,Author Keywords
1351,convergence media,Author Keywords
1352,group key,Author Keywords
1353,public opinion analysis,Author Keywords
1354,Sentiment analysis,IEEE Keywords
1355,Authentication and key agreement,Author Keywords
1356,full decentralization,Author Keywords
1357,threshold,Author Keywords
1358,Computational efficiency,IEEE Keywords
1359,Forward and backward Security,Author Keywords
1360,Revocable,Author Keywords
1361,Systems architecture,IEEE Keywords
1362,Symbols,IEEE Keywords
1363,Cognitive internet of vehicles (CIoV),Author Keywords
1364,stochastic evolutionary game,Author Keywords
1365,spectrum sensing data falsification (SSDF) attack,Author Keywords
1366,Stochastic processes,IEEE Keywords
1367,Interference,IEEE Keywords
858,Intelligent transportation systems,Author Keywords
1368,proxy-oriented integrity checking,Author Keywords
1369,Oils,IEEE Keywords
1370,k-hop reachability query,Author Keywords
1371,verifiable,Author Keywords
1372,Social Internet of Things,IEEE Keywords
1373,Data trading,Author Keywords
1374,zero-knowledge proof,Author Keywords
1375,attribute-based encryption,Author Keywords
1376,Decision tree,Author Keywords
1377,Bayesian network,Author Keywords
1378,Soft computing,Author Keywords
1379,Route recommendation,Author Keywords
1380,Genetic algorithm,Author Keywords
1381,Smart vehicles,Author Keywords
1382,Native path planning,Author Keywords
1383,Path planning,IEEE Keywords
1384,Traffic congestion,IEEE Keywords
1385,Mobile Crowd Sensing,Author Keywords
1386,Data Privacy-Preserving service,Author Keywords
1387,Reputation computing,Author Keywords
1388,Truth data discovery,Author Keywords
1389,Temperature sensors,IEEE Keywords
1390,Consumer Electronic,Author Keywords
1391,Autonomous Driving,Author Keywords
35,Vehicles,Author Keywords
1392,Malicious model detection,Author Keywords
1393,Contribution evaluation,Author Keywords
1394,Prosumer,Author Keywords
1395,Consumer security,Author Keywords
1396,Business scalability,Author Keywords
1397,P2P markets,Author Keywords
1398,decentralized implementation,Author Keywords
1399,asynchronous market mechanism,Author Keywords
1400,Power markets,IEEE Keywords
1401,Electricity,IEEE Keywords
1402,Vehicular edge computing networks,Author Keywords
1403,task offloading,Author Keywords
1404,content caching,Author Keywords
1405,Handover,IEEE Keywords
1406,Decentralized System,Author Keywords
1407,Reentrancy Detection,Author Keywords
1408,Symbolic Execution,Author Keywords
1409,Path Pruning,Author Keywords
1410,Extensibility,IEEE Keywords
1411,Static analysis,IEEE Keywords
1412,Web 3.0,Author Keywords
1413,Fractal network,Author Keywords
1414,Decentralized infrastructure and identity,Author Keywords
1415,Polytope,Author Keywords
1416,Semantic Web,IEEE Keywords
1417,Fractals,IEEE Keywords
1418,IP networks,IEEE Keywords
1419,distributed ledger technology (DLT),Author Keywords
1420,DAG-based architecture,Author Keywords
1421,IOTA Tangle,Author Keywords
1422,malicious data tracing,Author Keywords
1423,throughput optimization,Author Keywords
1424,latency analysis,Author Keywords
1425,Cyber threat intelligence,IEEE Keywords
1426,Multi-party computation,IEEE Keywords
1427,Visual Tracking,Author Keywords
1428,Spatiao-temporal Cues,Author Keywords
1429,Motion Trends,Author Keywords
1430,Appearance Changes,Author Keywords
1431,Tracking,IEEE Keywords
1432,Object tracking,IEEE Keywords
1433,Non-line-of-sight,Author Keywords
1434,Shadow signal analyze,Author Keywords
1435,Driving safety,Author Keywords
1436,Detection system,Author Keywords
1437,Pedestrians,IEEE Keywords
1438,Lighting,IEEE Keywords
1439,Light sources,IEEE Keywords
1440,Imaging,IEEE Keywords
1441,Meters,IEEE Keywords
1442,Cooperative multi-Agent learning,Author Keywords
1443,interaction pattern disentangling,Author Keywords
1444,Predator prey systems,IEEE Keywords
1445,Observability,IEEE Keywords
1446,object tracking,Author Keywords
1447,vision transformer,Author Keywords
1448,bottom-up,Author Keywords
1449,top-down,Author Keywords
1450,Bayes methods,IEEE Keywords
1451,privacy amplification,Author Keywords
1452,rényi differential privacy,Author Keywords
1453,shuffle model,Author Keywords
1454,Unmanned aerial vehicle (UAV),Author Keywords
1455,curiosity-driven exploration,Author Keywords
1456,reinforcement learning (RL),Author Keywords
1457,exploration versus exploitation,Author Keywords
1458,Discrete event system,Author Keywords
1459,current-state opacity,Author Keywords
1460,supervisory control theory,Author Keywords
1461,Automata,IEEE Keywords
1462,Systems simulation,IEEE Keywords
1463,Observers,IEEE Keywords
1464,Learning automata,IEEE Keywords
1465,Discrete-event systems,IEEE Keywords
1466,SZZ algorithm,Author Keywords
1467,Data Flow Analysis,Author Keywords
1468,Control Flow Analysis,Author Keywords
1469,Computer bugs,IEEE Keywords
1470,Linux,IEEE Keywords
1471,Chaos,IEEE Keywords
152,Reconfigurable intelligent surfaces,Author Keywords
1472,simultaneous transmission and reflection,Author Keywords
1473,wireless powered communication networks,Author Keywords
1474,fairness performance,Author Keywords
1475,Array signal processing,IEEE Keywords
1476,Time division multiple access,IEEE Keywords
1477,Uplink,IEEE Keywords
1478,NOMA,IEEE Keywords
1479,Downlink,IEEE Keywords
1480,Communication networks,IEEE Keywords
1481,Sampling,Author Keywords
1482,Approximate Query Processing,Author Keywords
1483,Quantum state,IEEE Keywords
1484,Qubit,IEEE Keywords
1485,Approximation algorithms,IEEE Keywords
1486,Aggregates,IEEE Keywords
1487,Continents,IEEE Keywords
1488,Trajectory matching,Author Keywords
1489,data federation,Author Keywords
1490,location privacy,Author Keywords
1491,Filtering,IEEE Keywords
1492,Law enforcement,IEEE Keywords
1493,Drones,IEEE Keywords
339,Bandwidth,Author Keywords
1494,Soft Computing,Author Keywords
1495,Virtual network function (VNF),Author Keywords
1496,MJOVME algorithm,Author Keywords
1497,Credential Revocation Management,Author Keywords
1498,Layer-2,Author Keywords
1499,Optimistic Rollups,Author Keywords
1500,Fraud Detection,Author Keywords
1501,Fraud,IEEE Keywords
1502,Trustless services,IEEE Keywords
1503,Disasters,IEEE Keywords
1504,Land vehicles,IEEE Keywords
1505,Air to ground communication,IEEE Keywords
1506,blockchain-assisted subgroup multisignature,Author Keywords
1507,robust,Author Keywords
1508,ECDSA signature,Author Keywords
1509,Additives,IEEE Keywords
1510,Space-air-ground integrated digital twin (SAG-DT) networks,Author Keywords
1511,Lyapunov-aided multi-agent deep federated reinforcement learning (MADFRL),Author Keywords
1512,computation offloading,Author Keywords
1513,energy harvesting,Author Keywords
1514,Energy harvesting,IEEE Keywords
1515,Computer network management,Author Keywords
1516,distributed database management systems,Author Keywords
1517,Vehicle-to-Grid,Author Keywords
1518,Secure storage,IEEE Keywords
1519,Consensus Protocol,Author Keywords
1520,EV routing,Author Keywords
1521,fox optimization algorithm,Author Keywords
1522,secure EV charging,Author Keywords
1523,Batteries,IEEE Keywords
1524,Scheduling,IEEE Keywords
1525,Genetic algorithms,IEEE Keywords
1526,Anonymity,Author Keywords
1527,accountability,Author Keywords
1528,federated learning (FL),Author Keywords
1529,Remote Healthcare,Author Keywords
1530,Adversarial Attacks,Author Keywords
1531,Multi-Label,Author Keywords
1532,X-Ray,Author Keywords
1533,Lung Disease,Author Keywords
1534,Merkle trees,Author Keywords
1535,coding theory,Author Keywords
1536,Vegetation,IEEE Keywords
1537,Unmanned Aerial Vehicles (UAVs),Author Keywords
1538,Authentication and Key Agreement (AKA),Author Keywords
1539,Physical Unclonable Functions (PUFs),Author Keywords
1540,Real-Or-Random (ROR) Model,Author Keywords
1541,model value transfer,Author Keywords
1542,Electric vehicle,Author Keywords
1543,multi-domain,Author Keywords
1544,mutual authentication,Author Keywords
1545,vehicle to grid,Author Keywords
1546,Threat modeling,IEEE Keywords
1547,secure aggregation,Author Keywords
1548,IoD networks,Author Keywords
1549,data sharing,Author Keywords
1550,Point-to-multipoint communications,IEEE Keywords
1551,Blockchain-of-Things,Author Keywords
1552,edge learning contracts,Author Keywords
1553,federated predictive maintenance (FPM),Author Keywords
1554,resilience,Author Keywords
